Search Term,Username,Handle,PostDate,Content,Comments,Retweets,Likes
COVID,Shyam Maniyar,@ManiyarShyam,2021-02-24T16:46:52.000Z,Stanford Raagapella - Without Me / Jee Karda (Halsey + Divya Kumar Mashup) #mehfil2021 https://music.youtube.com/watch?v=Pgy9UrRTbcY&feature=share. Let the #music continue even during #covid times!,,,,,,,,,,,,Stanford Raagapella - Without Me / Jee Karda (Halsey + Divya Kumar Mashup) #mehfil2021 https://music.youtube.com/watch?v=Pgy9UrRTbcY&feature=share. Let the #music continue even during #covid times!,@ManiyarShyam,,2021-02-24T16:46:52.000Z,,COVID,Shyam Maniyar
coronavirus,Reena Sharma,@digireena,2021-02-26T11:25:21.000Z,"Govt introduces contactless tickets on all DTC buses https://newsgolive.com/govt-introduces-contactless-tickets-on-all-dtc-buses/ via @Newsgolive: India News, Breaking News, Latest News, World news #contactlesstickets #Coronavirus #DTCbuses #Govtintroduces #Newdelhi #newsgoliveGovt introduces contactless tickets on all DTC busesPassengers can make use of this service through the Chartr app. Almost all the buses now have QR code stickers pasted on the back of each seat.newsgolive.com",,,,,,,,,,,
coronavirus,WORLD UPDATES #coronavirus disease 2019 (COVID-19),@WorldCOVID19,2021-02-26T11:25:18.000Z,"Replying to @BBCNewsphase 2, priority will be given in the following order:- All those aged 40-49- All those aged 30-39- All those aged 18-29These groups will be vaccinated once all those in phase 1 (the over-50s and most vulnerable) have received a jab#coronavirus disease 2019 (COVID-19) #UK",,,,,,,,,,,
COVID-19,Canadanewsmedia,@canadanewsmedia,2021-02-26T11:25:54.000Z,Head of Canada's largest pension plan received COVID-19 vaccine in Dubai: memo - CTV News has been published on Canada News Media - https://canadanewsmedia.ca/head-of-canadas-largest-pension-plan-received-covid-19-vaccine-in-dubai-memo-ctv-news/ #news,,,,,,,,,,,
COVID-19,Sharecaster.com,@Sharecaster1,2021-02-26T11:25:53.000Z,How do subunit vaccines work?https://sharecaster.com/2021/02/26/how-do-subunit-vaccines-work/?feed_id=176773&_unique_id=6038dac12a668#coronavirus #covid-19 #healthHow do subunit vaccines work?Subunit vaccines use a small part of a pathogen to train our immune system to fight off future infection. They cannot cause disease but may need the addition of other chemicals for the vaccine to...sharecaster.com,,,,,,,,,,,
COVID-19,GMA News,@gmanews,2021-02-26T11:25:53.000Z,"Pres. Duterte has signed the COVID-19 Vaccination Program Act of 2021, Palace says | via @Joseph_Morong",,,,,,,,,,,
COVID-19,Biblioteca CHT,@BiblioCHT,2021-02-26T11:25:49.000Z,COVID-19 infection in patients with mast cell disorders including mastocytosis does not impact mast cell activation symptomshttps://pubmed.ncbi.nlm.nih.gov/33631409/#publiCHTCOVID-19 infection in patients with mast cell disorders including mastocytosis does not impact mast...COVID-19 infection in patients with mast cell disorders including mastocytosis does not impact mast cell activation symptomspubmed.ncbi.nlm.nih.gov,,,,,,,,,,,
,,,,,,,,,2021-02-24T16:46:52.000Z,@ManiyarShyam,Shyam Maniyar,,COVID,,Stanford Raagapella - Without Me / Jee Karda (Halsey + Divya Kumar Mashup) #mehfil2021 https://music.youtube.com/watch?v=Pgy9UrRTbcY&feature=share. Let the #music continue even during #covid times!
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Stanford Raagapella - Without Me / Jee Karda (Halsey + Divya Kumar Mashup) #mehfil2021 https://music.youtube.com/watch?v=Pgy9UrRTbcY&feature=share. Let the #music continue even during #covid times!,
COVID,editorji,@editorji,2021-02-26T11:25:56.000Z,Door-to-door campaigning restricted to five people. Roadshows allowed but with #Covid restrictions: CEC Sunil Arora#AssemblyElections,,,,,,,,,,,
COVID,Sharecaster.com,@Sharecaster1,2021-02-26T11:25:53.000Z,How do subunit vaccines work?https://sharecaster.com/2021/02/26/how-do-subunit-vaccines-work/?feed_id=176773&_unique_id=6038dac12a668#coronavirus #covid-19 #healthHow do subunit vaccines work?Subunit vaccines use a small part of a pathogen to train our immune system to fight off future infection. They cannot cause disease but may need the addition of other chemicals for the vaccine to...sharecaster.com,,,,,,,,,,,
COVID,JacNEVER #EmergenciesAct !,@647_416,2021-02-26T11:25:30.000Z,"Replying to @GlenMotz and @NeedDemocracyTRAVEL IS NOT A CRIME!END THE #COVID JAILS FOREVER!!And no extortion from the government, either.#Canada #Ireland",,,,,,,,,,,
COVID,SUNO FM 89.4,@SUNOFM894,2021-02-26T11:25:06.000Z,#OnThisDay 26th February 2020 first #covid case reported in #Pakistan,,,,,,,,,,,
Vaccine,Paula Jain Stevens,@PaulaJain,2021-02-26T11:26:07.000Z,@BBCNews breaking news - 40-49 yr olds will be next group for vaccine instead of job focussed approach. Seems odd the younger group will be next - Im in the 50+ group and arent due for mine until May?!!?!  #bbcnews needs to clarify  #missinformation #vaccine,,,,,,,,,,,
Vaccine,Cumberland and Westmorland Gazette,@c_wgazette,2021-02-26T11:25:49.000Z,'Age is the predominant factor': announcement on vaccines for under 50s #vaccine #under50s'Age is the predominant factor': announcement on vaccines for under 50sPeople under the age of 50 are today finding out when they may receive their first dose of a coronavirus vaccine as The Joint Committee oncwgazette.co.uk,,,,,,,,,,,
Vaccine,Marcus Fysh,@MarcusFysh,2021-02-26T11:25:37.000Z,Vulnerable first #COVID19 #vaccineQuote TweetGuido Fawkes@GuidoFawkes  11mBREAKING: JCVI Formally Rejects Sir Keirs Key Workers First Vaccine Priority Proposal https://order-order.com/2021/02/26/new-jcvi-formally-rejects-sir-keirs-professions-first-vaccine-priority,,,,,,,,,,,
Vaccine,Lerone,@BoyerML,2021-02-26T11:25:22.000Z,"I support the #vaccine and hesitancy in black &brown communities is scary but it doesnt sit right with me that the most privileged woman on earth is telling people, many of whom have struggled in poorly paid frontline jobs all their lives, that they should think of others #queenQuote TweetHuffPost UK@HuffPostUK  26m""It was very quick, and Ive had lots of letters from people who have been very surprised by how easy it was to get the vaccine. #queenelizabeth #queen #royal #royalfamily #covid #vaccine #coronavirus",,,,,,,,,,,
COVID19,Senedd Health,@seneddhealth,2021-02-26T11:26:19.000Z,Next Wednesday @seneddhealth will continue its scrutiny of the impact of #Covid19 on #health and social care in #Wales.  @vaughangething will give evidence to the Committee.  Watch live from 09.30 on http://Senedd.tvAgenda: http://ow.ly/Q9uG50DKBYe,,,,,,,,,,,
COVID19,Paul Cockerton,@pcockerton,2021-02-26T11:26:18.000Z,Amazing service by volunteers this morning despite multiple attendees being incredibly rude. Thank you NHS #covid19 #vaccine,,,,,,,,,,,
COVID19,The John Craig Centre,@JohnCraigCentre,2021-02-26T11:26:16.000Z,"*UPDATE* 2/2Therefore the John Craig Centre will remain shut until the school have a safe, secure and function operation in place. #Update #Covid19",,,,,,,,,,,
COVID19,Ealing Nub News,@EalingNub,2021-02-26T11:26:06.000Z,"The number of people confirmed with the South African variant is said to be in single figures.@anahitahpour #nubnews #nubit #news #ealing #southafricanvariant #COVID19 #coronavirusCOVID-19: South African variant found in Acton, Greenford and SouthallThe number of people confirmed with the South African variant is said to be in single figures.ealing.nub.news",,,1,,,,,,,,
coronavirus,Ealing Nub News,@EalingNub,2021-02-26T11:26:06.000Z,"The number of people confirmed with the South African variant is said to be in single figures.@anahitahpour #nubnews #nubit #news #ealing #southafricanvariant #COVID19 #coronavirusCOVID-19: South African variant found in Acton, Greenford and SouthallThe number of people confirmed with the South African variant is said to be in single figures.ealing.nub.news",,,1,,,,,,,,
coronavirus,Sharecaster.com,@Sharecaster1,2021-02-26T11:25:53.000Z,How do subunit vaccines work?https://sharecaster.com/2021/02/26/how-do-subunit-vaccines-work/?feed_id=176773&_unique_id=6038dac12a668#coronavirus #covid-19 #healthHow do subunit vaccines work?Subunit vaccines use a small part of a pathogen to train our immune system to fight off future infection. They cannot cause disease but may need the addition of other chemicals for the vaccine to...sharecaster.com,,,,,,,,,,,
coronavirus,kmfm News,@kmfmnews,2021-02-26T11:25:45.000Z,NEWS: The government has revealed who will be next to receive #coronavirus vaccines once all the over-50s and most vulnerable have had their jabs #kmfmnewsWho is next in line for a coronavirus vaccine?The Joint Committee on Vaccination and Immunisation has made its recommendations for phase two of the jab rollout.kentonline.co.uk,,,,,,,,,,,
COVID-19,Paul Adams,@padams29,2021-02-26T11:26:33.000Z,"Covid-19 Live Updates: Single Pfizer Dose Strongly Protects Those Whove Had the Virus, Studies Find - The New York TimesCovid-19 Live Updates: Single Pfizer Dose Strongly Protects Those Whove Had the Virus, Studies FindTwo new pieces of research support the case for giving just one dose of the Pfizer vaccine to people who have antibodies against the virus. The F.D.A. is meeting Friday to consider the Johnson &...nytimes.com",,,,,,,,,,,
COVID-19,JACKIE,@jackietude,2021-02-26T11:26:33.000Z,634 New Cases Of COVID-19 Recorded In Nigeria http://dlvr.it/RtXQKx via @TheTrentOnline,,,,,,,,,,,
COVID-19,The Trent,@TheTrentOnline,2021-02-26T11:26:33.000Z,634 New Cases Of COVID-19 Recorded In Nigeria http://dlvr.it/RtXQKX,,,,,,,,,,,
COVID-19,Julia Rains,@HotFlyBabe,2021-02-26T11:26:33.000Z,634 New Cases Of COVID-19 Recorded In Nigeria http://dlvr.it/RtXQK1 via The Trent News,,,,,,,,,,,
,,,,,,,,,2021-02-24T16:46:52.000Z,@ManiyarShyam,Shyam Maniyar,,COVID,,Stanford Raagapella - Without Me / Jee Karda (Halsey + Divya Kumar Mashup) #mehfil2021 https://music.youtube.com/watch?v=Pgy9UrRTbcY&feature=share. Let the #music continue even during #covid times!
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Stanford Raagapella - Without Me / Jee Karda (Halsey + Divya Kumar Mashup) #mehfil2021 https://music.youtube.com/watch?v=Pgy9UrRTbcY&feature=share. Let the #music continue even during #covid times!,
COVID,News Vibes of India,@nviTweets,2021-02-26T11:26:25.000Z,There will be separate norms for suspected #Covid-19 patients: EC,,,,,,,,,,,
COVID,Doc Varza,@croceum,2021-02-26T11:26:24.000Z,@JoeBiden is a disaster already. Hes just like #georgewbush with a bloodlusty trigger finger. #nomorebombs #getoutofsyria #2KChecks #MinimumWage #covid #CovidRelief #Biden's Covid,,,,,,,,,,,
COVID,S Kar-Gupta,@SKGLondonTown,2021-02-26T11:26:07.000Z,"Don't be selfish - get a #COVID shot, says UK's #QueenElizabeth #HMTQhttps://reut.rs/3pWsECa",,,,,,,,,,,
COVID,editorji,@editorji,2021-02-26T11:25:56.000Z,Door-to-door campaigning restricted to five people. Roadshows allowed but with #Covid restrictions: CEC Sunil Arora#AssemblyElections,,,,,,,,,,,
COVID,Sharecaster.com,@Sharecaster1,2021-02-26T11:25:53.000Z,How do subunit vaccines work?https://sharecaster.com/2021/02/26/how-do-subunit-vaccines-work/?feed_id=176773&_unique_id=6038dac12a668#coronavirus #covid-19 #healthHow do subunit vaccines work?Subunit vaccines use a small part of a pathogen to train our immune system to fight off future infection. They cannot cause disease but may need the addition of other chemicals for the vaccine to...sharecaster.com,,,,,,,,,,,
COVID,JacNEVER #EmergenciesAct !,@647_416,2021-02-26T11:25:30.000Z,"Replying to @GlenMotz and @NeedDemocracyTRAVEL IS NOT A CRIME!END THE #COVID JAILS FOREVER!!And no extortion from the government, either.#Canada #Ireland",,,,,,,,,,,
Vaccine,Hexham Courant,@hexhamcourant,2021-02-26T11:26:30.000Z,'Age is the predominant factor': announcement on vaccines for under 50s #vaccine #under50s'Age is the predominant factor': announcement on vaccines for under 50sPeople under the age of 50 are today finding out when they may receive their first dose of a coronavirus vaccine as The Joint Committee onhexham-courant.co.uk,,,,,,,,,,,
Vaccine,Paul Cockerton,@pcockerton,2021-02-26T11:26:18.000Z,Amazing service by volunteers this morning despite multiple attendees being incredibly rude. Thank you NHS #covid19 #vaccine,,,1,,,,,,,,
Vaccine,CBNI | UCD,@CBNI,2021-02-26T11:26:14.000Z,"Short read on how #coronaviruses evolve and what that means for #vaccine developmentHow the coronavirus mutates and what this means for the future of COVID-19Occasionally, a mutation will give the virus a better chance of surviving and reproducing itself, and will result in a new population (known as a new lineage)theconversation.com",,,,,,,,,,,
Vaccine,Paula Jain Stevens,@PaulaJain,2021-02-26T11:26:07.000Z,@BBCNews breaking news - 40-49 yr olds will be next group for vaccine instead of job focussed approach. Seems odd the younger group will be next - Im in the 50+ group and arent due for mine until May?!!?!  #bbcnews needs to clarify  #missinformation #vaccine,,,,,,,,,,,
COVID19,WeCount-H2020,@WecountH,2021-02-26T11:27:12.000Z,"#CitizenScience is showcasing its resilience, using multiple routes forward.How has your project tackled challenges posed by the #Covid19 #pandemic? Share your experiences #CitizenScienceTips",,,,,,,,,,,
COVID19,Sara Abey,@Sara_Abey,2021-02-26T11:27:07.000Z,"""Queen urges people to \'think about others\' by taking Covid ja#Coronavirus | #COVID19 #VaccineSafetyAdvocate #Vaccine  #CovidVaccineQueen says Covid vaccine \'didn\'t hurt at all\'Anyone reluctant about getting a jab should ""think about other people"" and do it, the monarch adds.bbc.co.uk",,,,,,,,,,,
COVID19,Colton Hills CS,@ColtonHillsCS,2021-02-26T11:27:06.000Z,Have you been wondering what it's like to have a lateral flow test? Our new video show's how we do them in school to help stop the spread and keep everyone safe. https://youtu.be/3n1S75-T0KA #lateralflow #community #safety #covid19Lateral Flow Testing at Colton HillsSee how we conduct Lateral Flow Testing at Colton Hills Community Schoolyoutube.com,,,,,,,,,,,
COVID19,Gina Walker,@GinaWalker1974,2021-02-26T11:27:05.000Z,#COVID19 is in the house sadly James hasn't had vaccine due to medical reasons so it's another storm he'll have to dance his way through This illness is real we've sheilded for over a year and it's still found it's way in stick to the rules people James has slept 24/7 for a week,,,,,,,,,,,
